fund_name,fund_known_activist,activist_label,issuer_name,ticker,sector,regime,entry_date,entry_filing_id,entry_holding_pct,entry_price,entry_mktcap,filing_purpose_text,purpose_flags,important_proposal_text,direction,ambiguous_flag,control_flag,going_private_flag,going_private_kw,source_url,submit_datetime,shares_held,outstanding_shares,indiv_corp,doc_title,filer_edinet,entry_pbr,entry_equity_ratio,entry_net_cash_ratio,entry_roe,stable_holder_pct,proposal_made,proposal_type,agm_result,company_response,exit_date,exit_filing_id,exit_price,holding_months,entry_to_exit_return,trap_label,exit_reason,notes
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ジェイドグループ株式会社,3558,N/A,post2023,2023-12-20,S100SIQQ,9.33,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100SIQQ?type=2,2023-12-25 10:54,1071800,11487360,法人（外国会社）,変更報告書（5）,E34595,,,,,,,,,,,,,,,,,
みさき投資株式会社,True,Misaki Capital,太陽ホールディングス株式会社,4626,N/A,post2023,2023-12-18,S100SHY4,6.22,N/A,N/A,弊社の『働く株主(R)』というコンセプトと、日本版スチュワードシップ・コードの精神に則り、『経営者と投資家の建設的対話を通じた中長期的な投資リターンの拡大』を実現するため,,重要提案行為等を行う可能性　有,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100SHY4?type=2,2023-12-25 15:05,3626100,58291559,法人（株式会社）,変更報告書　5,E32221,,,,,,,,,,,,,,,,,
"グランサム、マヨ、ヴァン　オッテルロー　アンド　カンパニー　エルエルシー(Grantham, Mayo, Van Otterloo &amp; Co. LLC)",False,,株式会社マンダム,4917,N/A,post2023,2023-12-11,S100SGR8,3.84,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこともありうる。,,状況に応じて重要提案行為等を行うこともありうる。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100SGR8?type=2,2023-12-18 11:48,1852600,48269212,法人（外国会社）,変更報告書No.1,E35943,,,,,,,,,,,,,,,,,
ダルトン・インベストメンツ・エルエルシー(Dalton Investments LLC),True,Dalton/NipponActiveValue,ポールトゥウィンホールディングス株式会社,3657,N/A,post2023,2023-12-04,S100SFRI,4.43,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100SFRI?type=2,2023-12-11 16:11,1690200,38156000,法人（外国会社）,変更報告書No.5,E08827,,,,,,,,,,,,,,,,,
オービス・インベストメント・マネジメント・リミテッド（Orbis Investment Management Limited）,False,,TOYO TIRE株式会社,5105,N/A,post2023,2023-11-27,S100SDWC,4.88,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと。,,状況に応じて重要提案行為等を行う予定である。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100SDWC?type=2,2023-12-04 15:12,7526459,154111029,法人（外国法人）,変更報告書No.4,E09662,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー (Taiyo Pacific Partners L.P.),True,Taiyo,KHネオケム株式会社,4189,N/A,post2023,2023-11-15,S100SBGB,8.68,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100SBGB?type=2,2023-11-22 15:18,3224400,37149400,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 1,E37410,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,株式会社ＤＴＳ,9682,N/A,post2023,2023-10-23,S100S2BI,7.77,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100S2BI?type=2,2023-10-30 11:20,3695700,47590832,法人（外国会社）,変更報告書（6）,E34595,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー (Taiyo Pacific Partners L.P.),True,Taiyo,株式会社トプコン,7732,N/A,post2023,2023-10-05,S100RZRP,3.99,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100RZRP?type=2,2023-10-13 15:18,4321000,108322242,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書 No. 1,E37410,,,,,,,,,,,,,,,,,
みさき投資株式会社,True,Misaki Capital,株式会社サカイ引越センター,9039,N/A,post2023,2023-06-22,S100R4I3,7.27,N/A,N/A,弊社の『働く株主(R)』というコンセプトと、日本版スチュワードシップ・コードの精神に則り、『経営者と投資家の建設的対話を通じた中長期的な投資リターンの拡大』を実現するため,,重要提案行為等を行う可能性　有,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100R4I3?type=2,2023-06-29 15:12,1538600,21162000,法人（株式会社）,変更報告書　11,E32221,,,,,,,,,,,,,,,,,
"いちごアセットマネジメント・インターナショナル・ピーティーイー・リミテッド (Ichigo Asset Management International, Pte. Ltd.)",True,Ichigo Asset,双日株式会社,2768,N/A,post2023,2023-06-20,S100R0ID,0.0,N/A,N/A,純投資。提出者１は、投資先企業との信頼関係構築と建設的な対話（エンゲージメント）に注力する日本株投資に特化した独立系資産運用会社であり、全てのステークホルダーに資する投資先企業の中長期的成長と企業価値向上の支援を投資理念としている。なお、対話の一環として、金融商品取引法等に定める重要提案行為等が含まれる場合もある。,,対話（エンゲージメント）の一環として金融商品取引法等に定める重要提案行為等が含まれる場合もある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100R0ID?type=2,2023-06-27 15:07,0,235000000,法人（外国法人）,変更報告書7,E11469,,,,,,,,,,,,,,,,,
タワー投資顧問株式会社,False,,岡野バルブ製造株式会社,6492,N/A,post2023,2023-06-22,S100R23Z,9.18,N/A,N/A,投資一任契約による純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,,重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100R23Z?type=2,2023-06-23 12:15,164600,1793000,法人（株式会社）,変更報告書　No.6,E06234,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー (Taiyo Pacific Partners L.P.),True,Taiyo,全国保証株式会社,7164,N/A,post2023,2023-06-16,S100QZH7,4.34,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QZH7?type=2,2023-06-23 15:11,2989700,68871790,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 1,E37410,,,,,,,,,,,,,,,,,
三井住友ＤＳアセットマネジメント株式会社,False,,株式会社ジェイ・エス・ビー,3480,N/A,post2023,2023-06-15,S100R02F,4.67,N/A,N/A,「純投資（投資収益性を重視して行う投資）」及び「日本版スチュワードシップ・コードの精神に則り、投資先企業との強い信頼関係を基盤にエンゲージメントを行い、投資先企業の企業価値向上を目指すために、状況に応じて重要提案行為等を行うこと」,,重要提案行為等を行う可能性有り,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100R02F?type=2,2023-06-22 15:50,507200,10855900,法人(株式会社),変更報告書No.3,E08957,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー(Taiyo Pacific Partners L.P.),True,Taiyo,株式会社ジンズホールディングス,3046,N/A,post2023,2023-06-15,S100QYP9,5.16,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QYP9?type=2,2023-06-22 15:51,1237200,23980000,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 1,E37410,,,,,,,,,,,,,,,,,
タワー投資顧問株式会社,False,,クルーズ株式会社,2138,N/A,post2023,2023-06-13,S100QXSM,13.86,N/A,N/A,投資一任契約による純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,,重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QXSM?type=2,2023-06-20 16:04,1796400,12957600,法人（株式会社）,変更報告書　No.20,E06234,,,,,,,,,,,,,,,,,
ダルトン・インベストメンツ・エルエルシー(Dalton Investments LLC),True,Dalton/NipponActiveValue,ポールトゥウィンホールディングス株式会社,3657,N/A,post2023,2023-06-12,S100QYHB,5.44,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QYHB?type=2,2023-06-16 15:19,2074900,38156000,法人（外国会社）,変更報告書No.4,E08827,,,,,,,,,,,,,,,,,
シンフォニー・フィナンシャル・パートナーズ（シンガポール）ピーティーイー・リミテッド（Symphony Financial Partners (Singapore) Pte. Ltd.）,True,Symphony Financial,株式会社瑞光,6279,N/A,post2023,2023-06-09,S100QXFI,36.24,N/A,N/A,純投資及び状況に応じて重要提案行為を行うこともありうる,,状況に応じて重要提案行為を行うこともありうる,decrease,False,True,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QXFI?type=2,2023-06-16 15:24,10436000,28800000,法人（外国法人）,変更報告書No.26,E30522,,,,,,,,,,,,,,,,,
株式会社三菱ＵＦＪ銀行,False,,兼松株式会社,8020,N/A,post2023,2023-06-07,S100QWZE,1.68,N/A,N/A,政策投資、重要提案行為等を行うこと,,重要提案行為等を行うことがあります,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QWZE?type=2,2023-06-14 09:38,1417432,84500202,法人（株式会社）,変更報告書No.2,E03606,,,,,,,,,,,,,,,,,
シンフォニー・フィナンシャル・パートナーズ（シンガポール）ピーティーイー・リミテッド (Symphony Financial Partners (Singapore) Pte. Ltd.),True,Symphony Financial,応用地質株式会社,9755,N/A,post2023,2023-06-05,S100QWA6,11.8,N/A,N/A,純投資及び状況に応じて重要提案行為を行うこともありうる,,状況に応じて重要提案行為を行うこともありうる,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QWA6?type=2,2023-06-12 16:12,3027800,25664373,法人（外国法人）,変更報告書 No.5,E30522,,,,,,,,,,,,,,,,,
ダルトン・インベストメンツ・エルエルシー（Dalton Investments LLC),True,Dalton/NipponActiveValue,株式会社ホギメディカル,3593,N/A,post2023,2023-06-02,S100QW26,5.43,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QW26?type=2,2023-06-09 15:07,1370500,25256963,法人（外国会社）,変更報告書No.1,E08827,,,,,,,,,,,,,,,,,
"いちごアセットマネジメント・インターナショナル・ピーティーイー・リミテッド (Ichigo Asset Management International, Pte. Ltd.)",True,Ichigo Asset,双日株式会社,2768,N/A,post2023,2023-05-26,S100QUWQ,0.0,N/A,N/A,純投資。提出者１は、投資先企業との信頼関係構築と建設的な対話（エンゲージメント）に注力する日本株投資に特化した独立系資産運用会社であり、全てのステークホルダーに資する投資先企業の中長期的成長と企業価値向上の支援を投資理念としている。なお、対話の一環として、金融商品取引法等に定める重要提案行為等が含まれる場合もある。,,対話（エンゲージメント）の一環として金融商品取引法等に定める重要提案行為等が含まれる場合もある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QUWQ?type=2,2023-06-02 15:06,0,235000000,法人（外国法人）,変更報告書6,E11469,,,,,,,,,,,,,,,,,
シンフォニー・フィナンシャル・パートナーズ（シンガポール）ピーティーイー・リミテッド（Symphony Financial Partners (Singapore) Pte. Ltd.）,True,Symphony Financial,株式会社ナガワ,9663,N/A,post2023,2023-05-26,S100QUMQ,15.58,N/A,N/A,純投資及び状況に応じて重要提案行為を行うこともありうる,,状況に応じて重要提案行為を行うこともありうる,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QUMQ?type=2,2023-06-02 15:19,2548900,16357214,法人（外国法人）,変更報告書No.9,E30522,,,,,,,,,,,,,,,,,
"ブランデス・インベストメント・パートナーズ・エル・ピー(Brandes Investment Partners, L.P.)",False,,株式会社小森コーポレーション,6349,N/A,post2023,2023-05-15,S100QUTZ,12.25,N/A,N/A,提出者は、長期的投資者として、状況に応じて発行者を含む投資対象会社と、企業統治、重要な戦略上の決断、及び資本政策について話し合いをしたり、アイデアの提供を行ったりする可能性がある。最終的な目的は株主としての利益享受の増進のため発行者と協働することにある。提出者は、最終手段として、金融商品取引法施行令第14条の8の2第1項に定める重要提案行為等を発行者に対して正式に行うことを検討する可能性がある。,,状況に応じて重要提案行為等を行う予定である。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QUTZ?type=2,2023-05-30 15:13,6969540,56890740,法人（海外パートナーシップ）,変更報告書 No.12,E06133,,,,,,,,,,,,,,,,,
タワー投資顧問株式会社,False,,クルーズ株式会社,2138,N/A,post2023,2023-05-16,S100QRZ6,15.26,N/A,N/A,投資一任契約による純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,,重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QRZ6?type=2,2023-05-23 15:57,1977000,12957600,法人（株式会社）,変更報告書　No.19,E06234,,,,,,,,,,,,,,,,,
タワー投資顧問株式会社,False,,クルーズ株式会社,2138,N/A,post2023,2023-05-12,S100QRDB,16.84,N/A,N/A,投資一任契約による純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと,,重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QRDB?type=2,2023-05-19 15:53,2181600,12957600,法人（株式会社）,変更報告書　No.18,E06234,,,,,,,,,,,,,,,,,
みさき投資株式会社,True,Misaki Capital,株式会社サカイ引越センター,9039,N/A,post2023,2023-05-01,S100QOW0,8.31,N/A,N/A,弊社の『働く株主(R)』というコンセプトと、日本版スチュワードシップ・コードの精神に則り、『経営者と投資家の建設的対話を通じた中長期的な投資リターンの拡大』を実現するため,,重要提案行為等を行う可能性　有,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100QOW0?type=2,2023-05-11 15:11,1759500,21162000,法人（株式会社）,変更報告書　10,E32221,,,,,,,,,,,,,,,,,
アセンダー・キャピタル・リミテッド（Ascender Capital Limited）,False,,ＢＥＥＮＯＳ株式会社,3328,N/A,post2023,2024-12-23,S100V13H,3.82,N/A,N/A,純投資及び重要提案行為等を行うこと,,重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100V13H?type=2,2024-12-27 13:47,519700,13608995,法人（外国会社）,変更報告書（1）,E39693,,,,,,,,,,,,,,,,,
株式会社ヴァレックス・パートナーズ,True,Valex Partners,アグロ　カネショウ株式会社,4955,N/A,post2023,2024-12-24,S100V00E,0.01,N/A,N/A,純投資（投資一任契約その他契約に係る顧客の資産運用）及び状況に応じて重要提案行為等を行うこと,,状況に応じて重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100V00E?type=2,2024-12-27 16:03,1100,13404862,法人（株式会社）,変更報告書　No.3,E35873,,,,,,,,,,,,,,,,,
株式会社ヴァレックス・パートナーズ,True,Valex Partners,株式会社JPMC,3276,N/A,post2023,2024-12-19,S100UZY5,6.18,N/A,N/A,純投資（投資一任契約その他契約に係る顧客の資産運用）及び状況に応じて重要提案行為を行うこと,,状況に応じて重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UZY5?type=2,2024-12-26 15:34,1175600,19025600,法人（株式会社）,変更報告書 No.8,E35873,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ジェイドグループ株式会社,3558,N/A,post2023,2024-12-10,S100UXPY,5.79,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UXPY?type=2,2024-12-17 15:34,665346,11487360,法人（外国会社）,変更報告書（14）,E34595,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ジェイドグループ株式会社,3558,N/A,post2023,2024-11-28,S100UVMG,7.25,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UVMG?type=2,2024-12-05 15:33,832846,11487360,法人（外国会社）,変更報告書（13）,E34595,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ジェイドグループ株式会社,3558,N/A,post2023,2024-11-19,S100UU08,8.44,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UU08?type=2,2024-11-26 15:33,969946,11487360,法人（外国会社）,変更報告書（12）,E34595,,,,,,,,,,,,,,,,,
株式会社ヴァレックス・パートナーズ,True,Valex Partners,株式会社JPMC,3276,N/A,post2023,2024-11-12,S100UROT,7.19,N/A,N/A,純投資（投資一任契約その他契約に係る顧客の資産運用）及び状況に応じて重要提案行為を行うこと,,状況に応じて重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UROT?type=2,2024-11-19 15:32,1367600,19025600,法人（株式会社）,変更報告書 No.7,E35873,,,,,,,,,,,,,,,,,
"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",True,Dalton/NipponActiveValue,トーセイ株式会社,8923,N/A,post2023,2024-11-12,S100UST4,3.72,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UST4?type=2,2024-11-19 15:35,1812800,48683800,法人（外国会社）,変更報告書No.1,E39237,,,,,,,,,,,,,,,,,
"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",True,Dalton/NipponActiveValue,あいホールディングス株式会社,3076,N/A,post2023,2024-11-12,S100USSW,6.02,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100USSW?type=2,2024-11-19 15:37,3404800,56590410,法人（外国会社）,変更報告書No.4,E39237,,,,,,,,,,,,,,,,,
"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",True,Dalton/NipponActiveValue,リンナイ株式会社,5947,N/A,post2023,2024-11-12,S100UT7C,5.3,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UT7C?type=2,2024-11-19 16:06,7769400,146677171,法人,変更報告書No.4,E39237,,,,,,,,,,,,,,,,,
三菱重工業株式会社,False,,三菱自動車工業株式会社,7211,N/A,post2023,2024-11-08,S100UQ5U,1.45,N/A,N/A,昭和45年、当社（三菱重工業株式会社）の自動車事業部門を専業・強化する為に分離独立させ、同社（三菱自動車工業株式会社）を設立した。その後、昭和63年、同社は株式の上場を行った。当社は発行者の成長支援を目的として、重要提案行為等を行うことがある。,,当行は発行者の成長支援を目的として、重要提案行為等を行うことがあります,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UQ5U?type=2,2024-11-15 11:29,21572455,1490282496,法人（株式会社）,変更報告書No.28,E03606,,,,,,,,,,,,,,,,,
和德投資有限公司,False,,株式会社イントランス,3237,N/A,post2023,2024-11-13,S100US72,9.6,N/A,N/A,重要提案行為等,取締役選任,代表取締役の選解任および役員の構成の重大な変更,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100US72?type=2,2024-11-14 15:18,4466588,46507784,法人,変更報告書NO.2,E39761,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,トランコム株式会社,9058,N/A,post2023,2024-10-31,S100UMTV,0.0,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100UMTV?type=2,2024-11-08 15:32,0,10324150,法人,変更報告書No.12,E36104,,,,,,,,,,,,,,,,,
