fund_name,fund_known_activist,activist_label,issuer_name,ticker,sector,regime,entry_date,entry_filing_id,entry_holding_pct,entry_price,entry_mktcap,filing_purpose_text,purpose_flags,important_proposal_text,direction,ambiguous_flag,control_flag,going_private_flag,going_private_kw,source_url,submit_datetime,shares_held,outstanding_shares,indiv_corp,doc_title,filer_edinet,entry_pbr,entry_equity_ratio,entry_net_cash_ratio,entry_roe,stable_holder_pct,proposal_made,proposal_type,agm_result,company_response,exit_date,exit_filing_id,exit_price,holding_months,entry_to_exit_return,trap_label,exit_reason,notes
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,株式会社テクノスジャパン,3666,N/A,post2023,2024-07-09,S100U1F1,6.32,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U1F1?type=2,2024-07-17 15:01,1288500,20400000,法人（外国会社）,変更報告書（1）,E34595,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,トランコム株式会社,9058,N/A,post2023,2024-07-09,S100U1E8,0.61,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U1E8?type=2,2024-07-17 15:01,63100,10324150,法人,変更報告書No.7,E36104,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,東邦ホールディングス株式会社,8129,N/A,post2023,2024-07-09,S100U2HI,8.44,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U2HI?type=2,2024-07-17 16:10,6474530,76431342,法人（外国法人）,変更報告書No.3,E33309,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,株式会社ワコールホールディングス,3591,N/A,post2023,2024-07-09,S100U2HK,10.76,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U2HK?type=2,2024-07-17 16:15,5974395,55500000,法人（外国法人）,変更報告書No.5,E33309,,,,,,,,,,,,,,,,,
シンフォニー・フィナンシャル・パートナーズ（シンガポール）ピーティーイー・リミテッド（Symphony Financial Partners (Singapore) Pte. Ltd.）,True,Symphony Financial,ニチレキ株式会社,5011,N/A,post2023,2024-07-03,S100TZYS,13.73,N/A,N/A,純投資及び状況に応じて重要提案行為を行うこともありうる,,状況に応じて重要提案行為を行うこともありうる,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZYS?type=2,2024-07-12 10:59,4351100,31685955,法人（外国法人）,変更報告書No.7,E30522,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ブロードメディア株式会社,4347,N/A,post2023,2024-07-03,S100U1HO,8.2,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,amend,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U1HO?type=2,2024-07-12 13:52,614893,7500000,法人（外国会社）,変更報告書（3）（2024年7月12日付け訂正報告書の添付インラインXBRL）,E34595,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,ヘリオス　テクノ　ホールディング株式会社,6927,N/A,post2023,2024-07-05,S100U0OJ,4.21,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U0OJ?type=2,2024-07-12 15:02,960500,22806900,法人,変更報告書No.4,E36104,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,株式会社青山財産ネットワークス,8929,N/A,post2023,2024-07-05,S100U0FU,6.15,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U0FU?type=2,2024-07-12 15:11,1509712,24545659,法人（外国会社）,変更報告書（1）,E34595,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ブロードメディア株式会社,4347,N/A,post2023,2024-07-04,S100U098,8.2,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U098?type=2,2024-07-11 15:00,614893,7500000,法人（外国会社）,変更報告書（3）,E34595,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,株式会社テクノスジャパン,3666,N/A,post2023,2024-07-04,S100U07U,5.16,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,new,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U07U?type=2,2024-07-11 15:01,1053200,20400000,法人（外国会社）,大量保有報告書,E34595,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,株式会社ホギメディカル,3593,N/A,post2023,2024-07-02,S100TZYA,4.75,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZYA?type=2,2024-07-09 15:05,1200000,25256963,法人,変更報告書No.11,E36104,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,東邦ホールディングス株式会社,8129,N/A,post2023,2024-07-02,S100U0SF,7.37,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U0SF?type=2,2024-07-09 16:10,5657330,76431342,法人（外国法人）,変更報告書No.2,E33309,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,株式会社ワコールホールディングス,3591,N/A,post2023,2024-07-02,S100U0SH,9.37,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U0SH?type=2,2024-07-09 16:15,5201795,55500000,法人（外国法人）,変更報告書No.4,E33309,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,株式会社ホギメディカル,3593,N/A,post2023,2024-07-01,S100TZM9,4.75,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZM9?type=2,2024-07-08 15:04,1200000,25256963,法人,変更報告書No.10,E36104,,,,,,,,,,,,,,,,,
カナメ・キャピタル・エルピー（Ｋａｎａｍｅ　Ｃａｐｉｔａｌ，Ｌ．Ｐ．）,True,Kaname Capital,株式会社プロトコーポレーション,4298,N/A,post2023,2024-06-24,S100U0HC,6.32,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと。,,エンゲージメントの一環として、重要提案行為等を行う場合がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U0HC?type=2,2024-07-08 16:23,2651100,41925300,外国法人,変更報告書No.1,E37907,,,,,,,,,,,,,,,,,
株式会社大和証券グループ本社,False,,株式会社あおぞら銀行,8304,N/A,post2023,2024-07-01,S100TZZZ,19.65,N/A,N/A,発行者との資本業務提携を目的とした保有,,状況に応じて重要提案行為等を行う可能性があります。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZZZ?type=2,2024-07-05 11:00,27468000,139789418,法人（株式会社）,変更報告書 No.1,E03753,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,栄研化学株式会社,4549,N/A,post2023,2024-06-28,S100TZB1,5.19,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZB1?type=2,2024-07-05 15:18,2000000,38541438,法人,変更報告書No.8,E36104,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,山一電機株式会社,6941,N/A,post2023,2024-06-28,S100TZF1,3.51,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZF1?type=2,2024-07-05 15:22,767300,21829775,法人,変更報告書No.3,E36104,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,ヘリオス　テクノ　ホールディング株式会社,6927,N/A,post2023,2024-06-27,S100TZ3Q,3.83,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZ3Q?type=2,2024-07-04 15:10,874200,22806900,法人,変更報告書No.3,E36104,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,株式会社ワコールホールディングス,3591,N/A,post2023,2024-06-27,S100U002,8.36,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100U002?type=2,2024-07-04 16:15,4637337,55500000,法人（外国法人）,変更報告書No.3,E33309,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,株式会社ホギメディカル,3593,N/A,post2023,2024-06-26,S100TYUG,3.96,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TYUG?type=2,2024-07-03 15:14,1000000,25256963,法人,変更報告書No.9,E36104,,,,,,,,,,,,,,,,,
渡辺　敏行,False,,株式会社中央経済社ホールディングス,9476,N/A,post2023,2024-06-28,S100TZLS,6.0,N/A,N/A,純投資および重要提案行為等を行うことを目的とする。発行企業の保有不動産における資本政策や、著作物および知的財産を用いた生成AI領域への事業展開など、適切な事業運営に向けて経営陣との対話・重要提案行為等を行う。上記内容の実行性を高めるため、中期経営計画の策定や保有不動産の売却など、企業価値の向上に向けた「(株)中央経済社ホールディングスの現状と課題について」と題したレターを2024年6月27日に同社取締役会に発送し、note上にて公開しました。URL：https://note.com/9476,取締役選任,低廉なROE・PBR・DOEなどの経営指標に改善が見られない場合、必要に応じた重要提案行為等を行う。,amend,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZLS?type=2,2024-07-03 16:26,264000,4398464,個人,変更報告書　NO.1（2024年7月3日付け訂正報告書の添付インラインXBRL）,E39674,,,,,,,,,,,,,,,,,
株式会社ジーエヌアイグループ,False,,日本アジア投資株式会社,8518,N/A,post2023,2024-06-28,S100TZ5W,0.5,N/A,N/A,今後の投資事業をスムーズに実践するため。,,現時点において未定。,amend,True,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZ5W?type=2,2024-07-02 15:00,112500,22284392,株式会社,大量保有報告書 (令和６年７月２日付け訂正報告書の添付インラインXBRL),E05712,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,東邦ホールディングス株式会社,8129,N/A,post2023,2024-06-25,S100TZAY,6.36,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TZAY?type=2,2024-07-02 16:10,4882330,76431342,法人（外国法人）,変更報告書No.1,E33309,,,,,,,,,,,,,,,,,
"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",True,Dalton/NipponActiveValue,天馬株式会社,7958,N/A,post2023,2024-06-24,S100TXUI,16.52,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TXUI?type=2,2024-07-01 15:02,3685000,22313026,法人（外国会社）,変更報告書No.11,E39237,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,株式会社ホギメディカル,3593,N/A,post2023,2024-06-24,S100TWK4,3.86,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TWK4?type=2,2024-07-01 15:04,975100,25256963,法人,変更報告書No.8,E36104,,,,,,,,,,,,,,,,,
株式会社ヴァレックス・パートナーズ,True,Valex Partners,株式会社帝国電機製作所,6333,N/A,post2023,2024-06-24,S100TSR3,15.32,N/A,N/A,純投資（投資一任契約その他契約に係る顧客の資産運用）及び状況に応じて重要提案行為等を行うこと,,状況に応じて重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TSR3?type=2,2024-07-01 15:17,2830900,18480038,法人（株式会社）,変更報告書　No.4,E35873,,,,,,,,,,,,,,,,,
渡辺　敏行,False,,株式会社中央経済社ホールディングス,9476,N/A,post2023,2024-06-28,S100TYJC,6.0,N/A,N/A,純投資および重要提案行為等を行うことを目的とする。発行企業の保有不動産における資本政策や、著作物および知的財産を用いた生成AI領域への事業展開など、適切な事業運営に向けて経営陣との対話・重要提案行為等を行う。上記内容の実行性を高めるため、中期経営計画の策定や保有不動産の売却など、企業価値の向上に向けた「(株)中央経済社ホールディングスの現状と課題について」と題したレターを2024年6月27日に同社取締役会に発送し、note上にて公開しました。URL：https://note.com/9476,取締役選任,低廉なROE・PBR・DOEなどの経営指標に改善が見られない場合、必要に応じた重要提案行為等を行う。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TYJC?type=2,2024-07-01 16:45,264000,4398464,個人,変更報告書,E39674,,,,,,,,,,,,,,,,,
ひびき・パース・アドバイザーズ(Hibiki Path Advisors Pte. Ltd.),True,Hibiki Path Advisors,日本高純度化学株式会社,4973,N/A,post2023,2024-04-26,S100TCOR,12.98,N/A,N/A,純投資（投資一任契約に係る顧客資産の運用）及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,状況に応じて重要提案行為等を行うこと。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCOR?type=2,2024-05-08 15:01,787500,6067200,法人（外国会社）,変更報告書No.11,E34566,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,株式会社グッドスピード,7676,N/A,post2023,2024-04-26,S100TCJE,20.49,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCJE?type=2,2024-05-08 15:03,775300,3783500,法人,変更報告書No.10,E36104,,,,,,,,,,,,,,,,,
スイスアジア・フィナンシャル・サービシズ・ピーティーイー・エルティーディー（Swiss-Asia Financial Services Pte. Ltd.）,False,,東京コスモス電機株式会社,6772,N/A,post2023,2024-04-26,S100TD59,12.42,N/A,N/A,建設的対話をもとに企業価値・株主価値向上を目指す純投資、及び状況に応じて経営陣へ助言、重要提案行為等を行う可能性がある。,,企業価値・株主価値の向上に向けた重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TD59?type=2,2024-05-08 16:11,196400,1581250,法人（外国法人）,変更報告書No.5,E38649,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,株式会社ＴＳＩホールディングス,3608,N/A,post2023,2024-04-25,S100TCWW,8.55,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCWW?type=2,2024-05-07 15:00,7445300,87074993,法人（外国会社）,変更報告書（3）,E34595,,,,,,,,,,,,,,,,,
"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",True,Dalton/NipponActiveValue,レック株式会社,7874,N/A,post2023,2024-04-25,S100TCCH,9.61,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCCH?type=2,2024-05-07 15:03,3668900,38165340,法人（外国会社）,変更報告書No.18,E39237,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,株式会社ホギメディカル,3593,N/A,post2023,2024-04-25,S100TCFH,3.45,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCFH?type=2,2024-05-07 15:21,871400,25256963,法人,変更報告書No.6,E36104,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ジェイドグループ株式会社,3558,N/A,post2023,2024-04-23,S100TCBC,10.72,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCBC?type=2,2024-05-01 14:11,1230906,11487360,法人（外国会社）,変更報告書（8）,E34595,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ジェイドグループ株式会社,3558,N/A,post2023,2024-04-26,S100TCD6,12.03,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100TCD6?type=2,2024-05-01 14:12,1381406,11487360,法人（外国会社）,変更報告書（9）,E34595,,,,,,,,,,,,,,,,,
