fund_name,fund_known_activist,activist_label,issuer_name,ticker,sector,regime,entry_date,entry_filing_id,entry_holding_pct,entry_price,entry_mktcap,filing_purpose_text,purpose_flags,important_proposal_text,direction,ambiguous_flag,control_flag,going_private_flag,going_private_kw,source_url,submit_datetime,shares_held,outstanding_shares,indiv_corp,doc_title,filer_edinet,entry_pbr,entry_equity_ratio,entry_net_cash_ratio,entry_roe,stable_holder_pct,proposal_made,proposal_type,agm_result,company_response,exit_date,exit_filing_id,exit_price,holding_months,entry_to_exit_return,trap_label,exit_reason,notes
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,わかもと製薬株式会社,4512,N/A,post2023,2025-05-22,S100VU0B,9.58,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VU0B?type=2,2025-05-29 15:50,3338100,34838325,法人（外国会社）,変更報告書（3）,E34595,,,,,,,,,,,,,,,,,
オアシス　マネジメント　カンパニー　リミテッド（Oasis Management Company Ltd.）,True,Oasis,エン・ジャパン株式会社,4849,N/A,post2023,2025-05-21,S100VU1L,7.93,N/A,N/A,ポートフォリオ投資および重要提案行為。,,株主価値を守るため、重要提案行為を行うことがある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VU1L?type=2,2025-05-28 12:53,3941942,49716000,法人（ケイマン諸島法人）,変更報告書No.1,E31883,,,,,,,,,,,,,,,,,
みさき投資株式会社,True,Misaki Capital,日本電子株式会社,6951,N/A,post2023,2025-05-21,S100VTDB,4.69,N/A,N/A,弊社の『働く株主(R)』というコンセプトと、日本版スチュワードシップ・コードの精神に則り、『経営者と投資家の建設的対話を通じた中長期的な投資リターンの拡大』を実現するため,,重要提案行為等を行う可能性　有,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VTDB?type=2,2025-05-28 15:33,2419400,51532800,法人（株式会社）,変更報告書 2,E32221,,,,,,,,,,,,,,,,,
株式会社テンポスホールディングス,False,,北沢産業株式会社,9930,N/A,post2023,2025-04-22,S100VT32,6.05,N/A,N/A,投資先企業の持続的な成長をと通じた中長期的な投資リターンの確保,取締役選任,取締役選任議案の提案,change,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VT32?type=2,2025-05-23 10:31,1441900,23818257,法人（株式会社）,変更報告書 No.4,E02953,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー(Taiyo Pacific Partners L.P.),True,Taiyo,NISSHA株式会社,7915,N/A,post2023,2025-05-14,S100VT4C,4.18,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,amend,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VT4C?type=2,2025-05-23 15:13,2125700,50855638,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 7（2025年5月23日付け訂正報告書の添付インラインXBRL）,E37410,,,,,,,,,,,,,,,,,
みさき投資株式会社,True,Misaki Capital,株式会社サカイ引越センター,9039,N/A,post2023,2025-05-16,S100VS8Y,4.43,N/A,N/A,弊社の『働く株主(R)』というコンセプトと、日本版スチュワードシップ・コードの精神に則り、『経営者と投資家の建設的対話を通じた中長期的な投資リターンの拡大』を実現するため,,重要提案行為等を行う可能性　有,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VS8Y?type=2,2025-05-23 15:33,1875700,42324000,法人（株式会社）,変更報告書　14,E32221,,,,,,,,,,,,,,,,,
ひびき・パース・アドバイザーズ(Hibiki Path Advisors Pte. Ltd.),True,Hibiki Path Advisors,日本高純度化学株式会社,4973,N/A,post2023,2025-05-21,S100VSNG,18.19,N/A,N/A,純投資（投資一任契約に係る顧客資産の運用）及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,状況に応じて重要提案行為等を行うこと。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VSNG?type=2,2025-05-22 15:31,1103500,6067200,法人（外国会社）,変更報告書No.16,E34566,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,株式会社スクウェア・エニックス・ホールディングス,9684,N/A,post2023,2025-05-15,S100VT0I,7.73,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VT0I?type=2,2025-05-22 16:00,9474059,122531596,法人（外国法人）,変更報告書No.2,E33309,,,,,,,,,,,,,,,,,
リム・アドバイザーズ・リミテッド（ＬＩＭ　Ａｄｖｉｓｏｒｓ　Ｌｉｍｉｔｅｄ）,True,LIM Advisors,株式会社シンクロ・フード,3963,N/A,post2023,2025-05-15,S100VRRF,13.48,N/A,N/A,純投資及び重要提案行為等,,建設的な対話を基軸として、企業価値及び株主価値の保全・向上のために重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VRRF?type=2,2025-05-22 16:03,3924600,29123000,法人（海外有限責任会社）,変更報告書（4）,E30407,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,アツギ株式会社,3529,N/A,post2023,2025-05-15,S100VS6A,17.89,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VS6A?type=2,2025-05-22 16:35,3099300,17319568,法人（外国会社）,変更報告書（11）,E34595,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,ヘリオス　テクノ　ホールディング株式会社,6927,N/A,post2023,2025-05-14,S100VS2K,8.77,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,change,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VS2K?type=2,2025-05-21 15:32,2000000,22806900,法人,変更報告書No.15,E36104,,,,,,,,,,,,,,,,,
オービス・インベストメント・マネジメント・リミテッド（Orbis Investment Management Limited）,False,,株式会社ツルハホールディングス,3391,N/A,post2023,2025-05-14,S100VS9N,10.29,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこと。,,状況に応じて重要提案行為等を行う予定である。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VS9N?type=2,2025-05-21 15:34,5098924,49558368,法人（外国法人）,変更報告書No.7,E09662,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ブロードメディア株式会社,4347,N/A,post2023,2025-05-14,S100VRH6,24.89,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VRH6?type=2,2025-05-21 15:34,1866653,7500000,法人（外国会社）,変更報告書（12）,E34595,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー(Taiyo Pacific Partners L.P.),True,Taiyo,NISSHA株式会社,7915,N/A,post2023,2025-05-14,S100VRWU,4.18,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VRWU?type=2,2025-05-21 15:35,2125700,50855638,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 7,E37410,,,,,,,,,,,,,,,,,
インディペンデント　フランチャイズ　パートナーズ　エルエルピー,False,,株式会社資生堂,4911,N/A,post2023,2025-05-13,S100VS1G,7.28,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこともありうる。,,状況に応じて重要提案行為等を行うこともありうる。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VS1G?type=2,2025-05-20 09:58,29115216,400000000,法人（外国会社）,変更報告書No.2,E40487,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,ブロードメディア株式会社,4347,N/A,post2023,2025-05-13,S100VRRO,3.25,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VRRO?type=2,2025-05-20 15:38,243800,7500000,法人,変更報告書No.10,E36104,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,ブロードメディア株式会社,4347,N/A,post2023,2025-05-13,S100VRH1,21.27,N/A,N/A,純投資及び重要提案行為等を行うこと,,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VRH1?type=2,2025-05-20 16:08,1595553,7500000,法人（外国会社）,変更報告書（11）,E34595,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,三井倉庫ホールディングス株式会社,9302,N/A,post2023,2025-05-12,S100VS2T,6.11,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為を行うこと。,,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VS2T?type=2,2025-05-19 16:00,4576700,74953206,法人（外国法人）,変更報告書No.1,E33309,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー(Taiyo Pacific Partners L.P.),True,Taiyo,株式会社ラクーンホールディングス,3031,N/A,post2023,2025-05-08,S100VRQD,14.97,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,amend,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VRQD?type=2,2025-05-16 12:50,3332900,22258943,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 13（2025年5月16日付け訂正報告書の添付インラインXBRL）,E37410,,,,,,,,,,,,,,,,,
"ダルトン・インベストメンツ・インク（Dalton Investments, Inc.）",True,Dalton/NipponActiveValue,天馬株式会社,7958,N/A,post2023,2025-05-09,S100VPVN,0.0,N/A,N/A,提出者は、発行者の株価が過小評価されており魅力的な投資機会であると考えて、発行者の株式を取得し長期的に保有する。提出者は、発行者の財務状況、戦略的決定、取締役会の決定、株価水準、他の投資機会、投資ポートフォリオの集中と分散に関する内部ガイドライン、株式市場の状況、全般的な経済・産業動向などの様々な状況に応じて、発行者の株式や関連金融商品の追加取得、若しくはその全部または一部の売却、その他提出者が適切と考えるあらゆる措置を採る可能性がある。更に提出者は、過小評価されていると提出者が考える発行者の株価および株主価値の向上のため、発行者、その役員・取締役、他の株主等との間で、発行者のコーポレートガバナンス、取締役会の構成、経営、事業、財務状況及び戦略に関して、建設的な対話を行うことを求めていく可能性がある。,増配|自社株|取締役選任,状況に応じ、①潜在的な利益相反回避のため、より一層透明性の高い管理体制を求め、一般の少数株主等の意見を尊重する独立取締役の選任を求めるなどの役員構成の変更、②株式価値向上のための増配など配当方針の変更、自社株買いなど資本政策への変更、③その他提出者が発行者の株主価値向上につながると考えるあらゆる合理的な措置、に関する重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VPVN?type=2,2025-05-16 15:31,0,22313026,法人（外国会社）,変更報告書No.13,E39237,,,,,,,,,,,,,,,,,
株式会社ヴァレックス・パートナーズ,True,Valex Partners,株式会社マーキュリアホールディングス,7347,N/A,post2023,2025-05-08,S100VQ0I,13.22,N/A,N/A,純投資（投資一任契約その他契約に係る顧客の資産運用）及び状況に応じて重要提案行為等を行うこと,,状況に応じて重要提案行為等を行う可能性がある,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VQ0I?type=2,2025-05-15 15:42,2848500,21549900,法人（株式会社）,変更報告書　No.5,E35873,,,,,,,,,,,,,,,,,
タイヨウ・パシフィック・パートナーズ・エルピー(Taiyo Pacific Partners L.P.),True,Taiyo,株式会社ラクーンホールディングス,3031,N/A,post2023,2026-05-08,S100VQJA,14.97,N/A,N/A,純投資及び状況に応じて経営陣への助言、重要提案行為等を行うこと。,,重要提案行為等を行う可能性がある。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VQJA?type=2,2025-05-15 16:16,3332900,22258943,法人（アメリカ合衆国デラウェア州法に基づくリミテッド・パートナーシップ）,変更報告書No. 13,E37410,,,,,,,,,,,,,,,,,
山田　亨,False,,株式会社　海帆,3133,N/A,post2023,2025-05-13,S100VPYL,15.94,N/A,N/A,定時株主総会における重要提案行為等を行うこと,,該当あり,change,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100VPYL?type=2,2025-05-14 09:23,8342500,52323283,個人,変更報告書No.11,E33490,,,,,,,,,,,,,,,,,
オアシス　マネジメント　カンパニー　リミテッド（Oasis Management Company Ltd.）,True,Oasis,株式会社プラスアルファ・コンサルティング,4071,N/A,post2023,2026-06-22,S100YICM,16.29,N/A,N/A,提出者の提案の目的は、発行者における取締役会の実効性向上、コーポレートガバナンスの維持及び改善、企業価値の向上、顧客、サプライヤー、従業員、貸付人、株主、及びその他のステークホルダーの保護、並びに発行者の全株主の利益のための株主還元の増加にある。上記の目的の下、提出者は、金融商品取引法施行令（以下「施行令」という。）第14条の8の2第1項第1号（重要な財産の処分又は譲受け）、第7号（事業の全部又は一部の譲渡、譲受け、休止又は廃止）、第10号（発行する有価証券の取引所金融商品市場への上場の廃止又は店頭売買有価証券登録原簿への登録の取消し）、及び第12号（株券等の大量保有の状況の開示に関する内閣府令（以下「大量保有府令」という。）第16条第4号）（発行者以外の者による発行者の株券の取得であって、当該取得後に、発行者以外の者が所有することになる議決権が過半数を超えることとなるもの）に関する事項について、発行者に対して提案を行っている。また、上記の目的の下、提出者は、報告義務の発生日時点において、今後12か月の間に、施行令第14条の8の2第1項第1号（重要な財産の処分又は譲受け）、第7号（事業の全部又は一部の譲渡、譲受け、休止又は廃止）、第10号（発行する有価証券の取引所金融商品市場への上場の廃止又は店頭売買有価証券登録原簿への登録の取消し）、及び第12号（大量保有府令第16条第4号）（発行者以外の者による発行者の株券の取得であって、当該取得後に、発行者以外の者が所有することになる議決権が過半数を超えることとなるもの）に関する事項について、発行者に対して提案を行う予定である。提出者は、上記の目的の下、事業戦略、株主構成、取締役会の構成、経営陣に対する監督の強化、アドバイザーの活用、M&amp;A戦略の見直し、テクノロジーの活用、マーケティング、AI及びデータの活用、並びに上場維持のメリット・デメリット等のトピックについて、発行者とのエンゲージメントを今後も当面の間継続していく予定である。提出者は報告義務発生日時点において、ポートフォリオ投資の一環として、市場内外の取引を通じて発行者の普通株式の株券等保有割合を100分の5を超える割合増加させる行為（以下「5%超取得行為」という。）を予定している。ただし、5%超取得行為は、発行者の普通株式の市場価格が割安と判断される水準にあること及びその他の条件に左右され、それらの条件を勘案して行う予定である。なお、取得価格、数量、時期などの具体的な条件については引き続き検討中である。5%超取得行為の実行には当局への届出又は当局による承認が必要となる場合がある。5%超取得行為は報告義務発生日から3か月以内に行うことを予定しているが、上述の要因により当該3か月の期間以降に行われる可能性もある。,増配|取締役選任|事業売却,株主価値を守るため、重要提案行為を行うことがある。詳細については、上記「（２）保有目的」に記載のとおりである。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100YICM?type=2,2026-06-24 09:00,6906100,42390750,法人（ケイマン諸島法人）,変更報告書(4),E31883,,,,,,,,,,,,,,,,,
アセット・バリュー・インベスターズ・リミテッド (Asset Value Investors Limited),True,AVI/AssetValueInvestors,愛眼株式会社,9854,N/A,post2023,2026-06-16,S100YG8O,5.0,N/A,N/A,提出者の保有目的は純投資であり、発行者の持続的な企業価値の向上に必要である提出者の保有目的は純投資であり、発行者の持続的な企業価値の向上に必要であると判断した場合には以下の重要提案行為等を行う可能性がある。・重要な財産の処分又は譲受け・代表取締役の選定若しくは解職・特定の者の役員への選任・役員の構成の重要な変更・事業の全部又は一部の譲渡、譲受け、休止又は廃止・配当に関する方針の重要な変更・資本政策に関する重要な変更上記以外の重要提案行為等の具体的な内容、時期及び条件については未定である。,増配|取締役選任|事業売却,持続的な企業価値の向上に向けた重要提案行為等を行う可能性がある,new,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100YG8O?type=2,2026-06-23 15:33,1054100,21076154,法人（外国会社）,大量保有報告書,E34595,,,,,,,,,,,,,,,,,
ニッポン・アクティブ・バリュー・ファンド（NIPPON ACTIVE VALUE FUND PLC）,True,Dalton/NipponActiveValue,荏原実業株式会社,6328,N/A,post2023,2026-06-16,S100YEX2,7.06,N/A,N/A,投資及び経営陣に対する経営の助言並びに状況に応じて重要提案行為等を行うこと。特に、ニッポン・アクティブ・バリュー・ファンドは、発行会社の財務的健全性及び市場での地位が株価に反映されていないと考えており、全ての株主のために株式価値を高めるための方法を話し合うことを目的とし、発行会社の経営陣に対して対話を要求する場合がある。提出者は、2026年1月22日付で、2026年3月開催の発行者の定時株主総会に向け、①譲渡制限付株式報酬制度に係る報酬額改定の件、②自己株式取得の件、③社外取締役の員数に関する定款変更の件、の3議案から成る株主提案を行った。提出者は、2025年12月に発行者を含むすべての投資先に対して書簡を送付し、資本コストや株価を意識した経営の高度な実践、譲渡制限付株式報酬の実施と株式保有ガイドラインの整備の推奨、取締役会の独立性確保といった事項に加え、企業価値と株主共通の利益の観点から、非公開化やスピンオフを含むすべての経営戦略オプションを予断なく検証することを提案し、書簡の内容をウェブサイト上で公表した（https://0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com/ugd/5612ae_aa96dbd8c986429eaf45884b299f09d7.pdf [0f150b20-1256-4ec7-bae7-55db80a2a0d7.usrfiles.com]）。今後も当書簡の趣旨に沿って発行者との対話を進めていく予定であり、対話の状況によっては、これらの事項についてさらなる提案を行う可能性がある。,自社株|取締役選任|事業売却|非上場化,上記（２）保有目的に記載のとおり。,increase,True,False,True,非公開化,https://api.edinet-fsa.go.jp/api/v2/documents/S100YEX2?type=2,2026-06-23 15:34,1826200,25860000,法人,変更報告書 No.7,E36104,,,,,,,,,,,,,,,,,
オアシス　マネジメント　カンパニー　リミテッド（Oasis Management Company Ltd.）,True,Oasis,株式会社ＫＡＤＯＫＡＷＡ,9468,N/A,post2023,2026-06-16,S100YE4Q,15.25,N/A,N/A,提出者の提案の目的は、発行者における中長期的な企業価値の向上、取締役会の実効性向上、コーポレートガバナンスの維持及び改善、並びに顧客、サプライヤー、従業員、貸付人、株主その他のステークホルダーの保護にある。上記の目的の下、提出者は、金融商品取引法施行令（以下「施行令」という。）第14条の8の2第1項第3号（代表取締役若しくは代表執行役の選定若しくは解職又は執行役員の選任若しくは解任）、第5号（役員の構成の重要な変更（役員の数又は任期に係る重要な変更を含む。））、第10号（発行する有価証券の取引所金融商品市場への上場の廃止又は店頭売買有価証券登録原簿への登録の取消し）、及び第12号（株券等の大量保有の状況の開示に関する内閣府令（以下「大量保有府令」という。）第16条第1号（資本政策に関する重要な変更）及び第4号（発行者以外の者による発行者の株券の取得であって、当該取得後に、発行者以外の者が所有することになる議決権が過半数を超えることとなるもの））に関する事項について、発行者に対して提案を行っている。また、上記の目的の下、提出者は、報告義務の発生日時点において、今後12か月の間に、施行令第14条の8の2第1項第1号（重要な財産の処分又は譲受け）、第3号（代表取締役若しくは代表執行役の選定若しくは解職又は執行役員の選任若しくは解任）、第4号（特定の者の役員への選任）、第5号（役員の構成の重要な変更（役員の数又は任期に係る重要な変更を含む。））、第7号（事業の全部又は一部の譲渡、譲受け、休止又は廃止）、第8号（配当に関する方針の重要な変更）、第9号（資本金の増加又は減少に関する方針の重要な変更）、第10号（発行する有価証券の取引所金融商品市場への上場の廃止又は店頭売買有価証券登録原簿への登録の取消し）及び第12号（大量保有府令第16条第1号（資本政策に関する重要な変更）及び第4号（発行者以外の者による発行者の株券の取得であって、当該取得後に、発行者以外の者が所有することになる議決権が過半数を超えることとなるもの））に関する事項について、発行者に対して提案を行う予定である。提出者は、上記の目的の下、発行者及びその株主とのエンゲージメントを今後も継続していく予定である。具体的には、発行者の保有する主要な知的財産権による収益最大化に向けた施策やAIの活用をはじめとする成長加速のための事業戦略の提案、発行者が保有するその他資産の有効活用や株主構成に関する提案、資本政策の見直し、上場維持の是非に関する検討、M&amp;A戦略の見直し、経営陣に対する説明責任の追及、収益性改善に向けた施策の提案、バランスシートの最適化、自己資本利益率（ROE）の向上、株主還元の強化、取締役会による監督機能の強化、その他の事項が含まれる。提出者は報告義務の発生日時点において、ポートフォリオ投資の一環として、市場内外の取引を通じて発行者の普通株式の株券等保有割合を100分の5を超える割合増加させる行為（以下「5%超取得行為」という。）を予定している。ただし、5%超取得行為は、発行者の普通株式の市場価格が割安と判断される水準にあること及びその他の条件に左右され、それらの条件を勘案して行う予定である。なお、取得価格、数量、時期などの具体的な条件については引き続き検討中である。5%超取得行為の実行には当局への届出又は当局による承認が必要となる場合がある。5%超取得行為は報告義務の発生日から3か月以内に行うことを予定しているが、上述の要因により当該3か月の期間以降に行われる可能性もある。,増配|取締役選任|事業売却,株主価値を守るため、重要提案行為を行うことがある。詳細については、上記「（２）保有目的」に記載のとおりである。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100YE4Q?type=2,2026-06-23 16:07,22715600,148990296,法人（ケイマン諸島法人）,変更報告書(5),E31883,,,,,,,,,,,,,,,,,
"グランサム、マヨ、ヴァン　オッテルロー　アンド　カンパニー　エルエルシー(Grantham, Mayo, Van Otterloo &amp; Co. LLC)",False,,オプテックスグループ株式会社,6914,N/A,post2023,2026-06-15,S100YFHJ,3.62,N/A,N/A,純投資及び状況に応じて重要提案行為等を行うこともありうる。,,状況に応じて重要提案行為等を行うこともありうる。,decrease,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100YFHJ?type=2,2026-06-22 10:49,1364200,37735784,法人（外国会社）,変更報告書No.1,E35943,,,,,,,,,,,,,,,,,
カナメ・キャピタル・エルピー（Ｋａｎａｍｅ　Ｃａｐｉｔａｌ，Ｌ．Ｐ．）,True,Kaname Capital,トレックス・セミコンダクター株式会社,6616,N/A,post2023,2026-06-01,S100YGCC,13.4,N/A,N/A,提出者は、投資先企業の価値向上を目指してエンゲージメントを行うが、投資先企業の取締役会が十分に機能していないと見える場合にはその是正を図るためアクティビズムに発展する場合もある（「エスカレーション」と称している）。提出者は、これらエンゲージメントの一環として発行者に対して以下についての提案を行う予定がある。ただし、具体的な内容、時期及び条件は引き続き検討中である。・配当方針の重要な変更・増資・減資方針の重要な変更・資本政策の方針の重要な変更・多額の借財・事業の全部又は一部の譲渡・譲受け・休止又は廃止・重要な資産の処分又は取得・株式交換・株式移転・会社分割・合併・発行者以外の者による支配権の取得・役員構成の重要な変更（役員の数又は任期に係る重要な変更を含む）・代表取締役、代表執行役若しくは執行役員の選解任・特定の個人の役員選任提出者は、発行者の株式の市場株価が割安と判断される水準にとどまる場合、ポートフォリオ投資の一環として、今後3か月以内に発行済み株式総数の5％超の普通株式を市場取引で追加取得する予定がある。ただし、具体的な判断基準、取得価格、数量、時期は未定である。,増配|取締役選任|事業売却,エンゲージメントの一環として、重要提案行為等を行う場合がある。,amend,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100YGCC?type=2,2026-06-22 15:50,1548700,11554200,外国法人,変更報告書No.11（2026年6月22日付け訂正報告書の添付インラインXBRL）,E37907,,,,,,,,,,,,,,,,,
３Ｄインベストメント・パートナーズ・プライベート・リミティッド（3D Investment Partners Pte. Ltd.）,True,3D Investment,株式会社西武ホールディングス,9024,N/A,post2023,2026-06-15,S100YH0F,10.27,N/A,N/A,純投資、及び、状況に応じて、発行会社の中長期的な企業価値の向上を目的とし、発行会社の取締役会、取締役、経営陣その他の関係者との間で建設的な対話や取締役会、取締役、経営陣その他の関係者に対する助言・提案等を行うこと。上記の目的を踏まえ、提出者は発行会社の中長期的な企業価値の向上に資すると判断した時、特定の者の役員への選任、役員の構成の重要な変更、代表取締役の選定若しくは解職、資本政策に関する重要な変更、重要な財産の処分又は譲受け、事業の全部又は一部の譲渡・譲受け・休止又は廃止、株式交換、株式移転、株式交付、会社の分割又は合併、配当に関する方針の重要な変更、第三者による支配権の取得、多額の借財、その他金融商品取引法等関連する法令により重要提案行為等として規定される事項について、書面（電磁的記録を含む）の方法により、重要提案行為等を行う。上記の目的の実現に向け、提出者は、発行会社の取締役会、取締役、経営陣その他の関係者との間で継続的なエンゲージメント活動を行い、発行会社の経営状況及び発行会社との対話の状況等に応じて適切と判断した時、事業ポートフォリオの最適化を含む事業戦略、株主構成、キャピタルアロケーションの最適化、資本規律・資本効率の向上を含む資本政策、取締役会の構成、ガバナンス体制、経営陣に対する監督機能の強化、外部有識者・アドバイザーの活用等について、発行会社の取締役会、取締役、経営陣その他の関係者との間で対話、意見交換、助言、要請、申入れ、意見表明、提案等を行う。提出者は株券等保有割合の5％超増加させる行為が発行会社の企業価値向上に向けた取組みに資すると考えた場合、市場の動向に応じて機動的に取引を行い、流動性や価格の変動等の動向により、今後3か月以内に市場内外における取引を通じて、株券等保有割合の5％超増加となる可能性がある。なお、市場の動向に合わせて、取得価格、数量、時期は決定する。,増配|取締役選任|事業売却,重要提案行為等を行う可能性がある。,increase,False,False,False,,https://api.edinet-fsa.go.jp/api/v2/documents/S100YH0F?type=2,2026-06-22 16:00,31410001,305775520,法人（外国法人）,変更報告書No.5,E33309,,,,,,,,,,,,,,,,,
